,,,,,,,,,,,,,,,,
Rk,Team,Date,Spread,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,Game time
757,DET,9/11/22,6,48.5,68,Sun,1,1,,PHI,L 35-38,6,covered,48.5,over,early
758,PHI,9/11/22,-6,48.5,68,Sun,1,1,@,DET,W 38-35,-6,did not cover,48.5,over,early
759,IND,9/11/22,-7,45.5,88,Sun,1,1,@,HOU,T 20-20 (OT),-7,did not cover,45.5,under,early
760,HOU,9/11/22,7,45.5,88,Sun,1,1,,IND,T 20-20 (OT),7,covered,45.5,under,early
761,MIA,9/11/22,-3,46,92,Sun,1,1,,NWE,W 20-7,-3,covered,46,under,early
762,NWE,9/11/22,3,46,92,Sun,1,1,@,MIA,L 7-20,3,did not cover,46,under,early
763,NYJ,9/11/22,6.5,44,73,Sun,1,1,,BAL,L 9-24,6.5,did not cover,44,under,early
764,BAL,9/11/22,-6.5,44,73,Sun,1,1,@,NYJ,W 24-9,-6.5,covered,44,under,early
765,JAX,9/11/22,3,43,74,Sun,1,1,@,WAS,L 22-28,3,did not cover,43,over,early
766,WAS,9/11/22,-3,43,74,Sun,1,1,,JAX,W 28-22,-3,covered,43,over,early
767,ATL,1/9/22,3.5,40,61,Sun,17,18,,NOR,L 20-30,3.5,did not cover,40,over,early
768,NOR,1/9/22,-3.5,40,61,Sun,17,18,@,ATL,W 30-20,-3.5,covered,40,over,early
769,CIN,1/9/22,5.5,37,38,Sun,17,18,@,CLE,L 16-21,5.5,covered,37,push,early
770,CLE,1/9/22,-5.5,37,38,Sun,17,18,,CIN,W 21-16,-5.5,did not cover,37,push,early
771,DET,1/9/22,3,44.5,36,Sun,17,18,,GNB,W 37-30,3,covered,44.5,over,early
772,GNB,1/9/22,-3,44.5,36,Sun,17,18,@,DET,L 30-37,-3,did not cover,44.5,over,early
773,HOU,1/9/22,10.5,42.5,75,Sun,17,18,,TEN,L 25-28,10.5,covered,42.5,over,early
774,TEN,1/9/22,-10.5,42.5,75,Sun,17,18,@,HOU,W 28-25,-10.5,did not cover,42.5,over,early
775,IND,1/9/22,-15,43.5,76,Sun,17,18,@,JAX,L 11-26,-15,did not cover,43.5,under,early
776,JAX,1/9/22,15,43.5,76,Sun,17,18,,IND,W 26-11,15,covered,43.5,under,early
777,MIA,1/9/22,6,40,75,Sun,17,18,,NWE,W 33-24,6,covered,40,over,early
778,NWE,1/9/22,-6,40,75,Sun,17,18,@,MIA,L 24-33,-6,did not cover,40,over,early
779,CHI,1/9/22,4,44.5,0,Sun,17,18,@,MIN,L 17-31,4,did not cover,44.5,over,early
780,MIN,1/9/22,-4,44.5,0,Sun,17,18,,CHI,W 31-17,-4,covered,44.5,over,early
781,NYG,1/9/22,7,37.5,38,Sun,17,18,,WAS,L 7-22,7,did not cover,37.5,under,early
782,WAS,1/9/22,-7,37.5,38,Sun,17,18,@,NYG,W 22-7,-7,covered,37.5,under,early
783,PIT,1/9/22,3.5,41,36,Sun,17,18,@,BAL,W 16-13 (OT),3.5,covered,41,under,early
784,BAL,1/9/22,-3.5,41,36,Sun,17,18,,PIT,L 13-16 (OT),-3.5,did not cover,41,under,early
785,CAR,1/9/22,9,41.5,80,Sun,17,18,@,TAM,L 17-41,9,did not cover,41.5,over,early
786,TAM,1/9/22,-9,41.5,80,Sun,17,18,,CAR,W 41-17,-9,covered,41.5,over,early
787,ATL,1/2/22,14.5,44,26,Sun,16,17,@,BUF,L 15-29,14.5,covered,44,push,early
788,BUF,1/2/22,-14.5,44,26,Sun,16,17,,ATL,W 29-15,-14.5,did not cover,44,push,early
789,CHI,1/2/22,-6.5,36.5,25,Sun,16,17,,NYG,W 29-3,-6.5,covered,36.5,under,early
790,NYG,1/2/22,6.5,36.5,25,Sun,16,17,@,CHI,L 3-29,6.5,did not cover,36.5,under,early
791,CIN,1/2/22,4,51.5,33,Sun,16,17,,KAN,W 34-31,4,covered,51.5,over,early
792,KAN,1/2/22,-4,51.5,33,Sun,16,17,@,CIN,L 31-34,-4,did not cover,51.5,over,early
793,IND,1/2/22,-8,45,27,Sun,16,17,,LVR,L 20-23,-8,did not cover,45,under,early
794,LVR,1/2/22,8,45,27,Sun,16,17,@,IND,W 23-20,8,covered,45,under,early
795,CAR,1/2/22,6.5,37.5,58,Sun,16,17,@,NOR,L 10-18,6.5,did not cover,37.5,under,early
796,NOR,1/2/22,-6.5,37.5,58,Sun,16,17,,CAR,W 18-10,-6.5,covered,37.5,under,early
797,JAX,1/2/22,16.5,41.5,46,Sun,16,17,@,NWE,L 10-50,16.5,did not cover,41.5,over,early
798,NWE,1/2/22,-16.5,41.5,46,Sun,16,17,,JAX,W 50-10,-16.5,covered,41.5,over,early
799,NYJ,1/2/22,13.5,45.5,57,Sun,16,17,,TAM,L 24-28,13.5,covered,45.5,over,early
800,TAM,1/2/22,-13.5,45.5,57,Sun,16,17,@,NYJ,W 28-24,-13.5,did not cover,45.5,over,early
801,MIA,1/2/22,3,40,43,Sun,16,17,@,TEN,L 3-34,3,did not cover,40,under,early
802,TEN,1/2/22,-3,40,43,Sun,16,17,,MIA,W 34-3,-3,covered,40,under,early
803,PHI,1/2/22,-4.5,44.5,62,Sun,16,17,@,WAS,W 20-16,-4.5,did not cover,44.5,under,early
804,WAS,1/2/22,4.5,44.5,62,Sun,16,17,,PHI,L 16-20,4.5,covered,44.5,under,early
805,ATL,12/26/21,-6.5,42,69,Sun,15,16,,DET,W 20-16,-6.5,did not cover,42,under,early
806,DET,12/26/21,6.5,42,69,Sun,15,16,@,ATL,L 16-20,6.5,covered,42,under,early
807,CAR,12/26/21,9.5,43,73,Sun,15,16,,TAM,L 6-32,9.5,did not cover,43,under,early
808,TAM,12/26/21,-9.5,43,73,Sun,15,16,@,CAR,W 32-6,-9.5,covered,43,under,early
809,CIN,12/26/21,-7,41.5,52,Sun,15,16,,BAL,W 41-21,-7,covered,41.5,over,early
810,BAL,12/26/21,7,41.5,52,Sun,15,16,@,CIN,L 21-41,7,did not cover,41.5,over,early
811,HOU,12/26/21,11,45.5,78,Sun,15,16,,LAC,W 41-29,11,covered,45.5,over,early
812,LAC,12/26/21,-11,45.5,78,Sun,15,16,@,HOU,L 29-41,-11,did not cover,45.5,over,early
813,MIN,12/26/21,3.5,49,20,Sun,15,16,,LAR,L 23-30,3.5,did not cover,49,over,early
814,LAR,12/26/21,-3.5,49,20,Sun,15,16,@,MIN,W 30-23,-3.5,covered,49,over,early
815,BUF,12/26/21,1.5,43.5,38,Sun,15,16,@,NWE,W 33-21,1.5,covered,43.5,over,early
816,NWE,12/26/21,-1.5,43.5,38,Sun,15,16,,BUF,L 21-33,-1.5,did not cover,43.5,over,early
817,JAX,12/26/21,1.5,41,47,Sun,15,16,@,NYJ,L 21-26,1.5,did not cover,41,over,early
818,NYJ,12/26/21,-1.5,41,47,Sun,15,16,,JAX,W 26-21,-1.5,covered,41,over,early
819,NYG,12/26/21,10,40.5,53,Sun,15,16,@,PHI,L 10-34,10,did not cover,40.5,over,early
820,PHI,12/26/21,-10,40.5,53,Sun,15,16,,NYG,W 34-10,-10,covered,40.5,over,early
821,BUF,12/19/21,-14.5,43,30,Sun,14,15,,CAR,W 31-14,-14.5,covered,43,over,early
822,CAR,12/19/21,14.5,43,30,Sun,14,15,@,BUF,L 14-31,14.5,did not cover,43,over,early
823,ARI,12/19/21,-13,48,28,Sun,14,15,@,DET,L 12-30,-13,did not cover,48,under,early
824,DET,12/19/21,13,48,28,Sun,14,15,,ARI,W 30-12,13,covered,48,under,early
825,HOU,12/19/21,6,40,80,Sun,14,15,@,JAX,W 30-16,6,covered,40,over,early
826,JAX,12/19/21,-6,40,80,Sun,14,15,,HOU,L 16-30,-6,did not cover,40,over,early
827,MIA,12/19/21,-10,42,82,Sun,14,15,,NYJ,W 31-24,-10,did not cover,42,over,early
828,NYJ,12/19/21,10,42,82,Sun,14,15,@,MIA,L 24-31,10,covered,42,over,early
829,DAL,12/19/21,-11.5,43.5,37,Sun,14,15,@,NYG,W 21-6,-11.5,covered,43.5,under,early
830,NYG,12/19/21,11.5,43.5,37,Sun,14,15,,DAL,L 6-21,11.5,did not cover,43.5,under,early
831,TEN,12/19/21,1,44,32,Sun,14,15,@,PIT,L 13-19,1,did not cover,44,under,early
832,PIT,12/19/21,-1,44,32,Sun,14,15,,TEN,W 19-13,-1,covered,44,under,early
833,GNB,12/19/21,-9.5,45,43,Sun,14,15,@,BAL,W 31-30,-9.5,did not cover,45,over,early
834,BAL,12/19/21,9.5,45,43,Sun,14,15,,GNB,L 30-31,9.5,covered,45,over,early
835,ATL,12/12/21,2.5,41,48,Sun,13,14,@,CAR,W 29-21,2.5,covered,41,over,early
836,CAR,12/12/21,-2.5,41,48,Sun,13,14,,ATL,L 21-29,-2.5,did not cover,41,over,early
837,CIN,12/12/21,1.5,49,48,Sun,13,14,,SFO,L 23-26 (OT),1.5,did not cover,49,push,early
838,SFO,12/12/21,-1.5,49,48,Sun,13,14,@,CIN,W 26-23 (OT),-1.5,covered,49,push,early
839,CLE,12/12/21,-3,42.5,46,Sun,13,14,,BAL,W 24-22,-3,did not cover,42.5,over,early
840,BAL,12/12/21,3,42.5,46,Sun,13,14,@,CLE,L 22-24,3,covered,42.5,over,early
841,HOU,12/12/21,9,40.5,54,Sun,13,14,,SEA,L 13-33,9,did not cover,40.5,over,early
842,SEA,12/12/21,-9,40.5,54,Sun,13,14,@,HOU,W 33-13,-9,covered,40.5,over,early
843,KAN,12/12/21,-10,48,47,Sun,13,14,,LVR,W 48-9,-10,covered,48,over,early
844,LVR,12/12/21,10,48,47,Sun,13,14,@,KAN,L 9-48,10,did not cover,48,over,early
845,NOR,12/12/21,-5.5,43,46,Sun,13,14,@,NYJ,W 30-9,-5.5,covered,43,under,early
846,NYJ,12/12/21,5.5,43,46,Sun,13,14,,NOR,L 9-30,5.5,did not cover,43,under,early
847,JAX,12/12/21,8.5,43.5,45,Sun,13,14,@,TEN,L 0-20,8.5,did not cover,43.5,under,early
848,TEN,12/12/21,-8.5,43.5,45,Sun,13,14,,JAX,W 20-0,-8.5,covered,43.5,under,early
849,DAL,12/12/21,-4.5,48,48,Sun,13,14,@,WAS,W 27-20,-4.5,covered,48,under,early
850,WAS,12/12/21,4.5,48,48,Sun,13,14,,DAL,L 20-27,4.5,did not cover,48,under,early
851,ATL,12/5/21,10.5,50.5,59,Sun,12,13,,TAM,L 17-30,10.5,did not cover,50.5,under,early
852,TAM,12/5/21,-10.5,50.5,59,Sun,12,13,@,ATL,W 30-17,-10.5,covered,50.5,under,early
853,CHI,12/5/21,7.5,42,34,Sun,12,13,,ARI,L 22-33,7.5,did not cover,42,over,early
854,ARI,12/5/21,-7.5,42,34,Sun,12,13,@,CHI,W 33-22,-7.5,covered,42,over,early
855,CIN,12/5/21,-3,49.5,48,Sun,12,13,,LAC,L 22-41,-3,did not cover,49.5,over,early
856,LAC,12/5/21,3,49.5,48,Sun,12,13,@,CIN,W 41-22,3,covered,49.5,over,early
857,DET,12/5/21,7,46.5,38,Sun,12,13,,MIN,W 29-27,7,covered,46.5,over,early
858,MIN,12/5/21,-7,46.5,38,Sun,12,13,@,DET,L 27-29,-7,did not cover,46.5,over,early
859,IND,12/5/21,-10,44.5,79,Sun,13,13,@,HOU,W 31-0,-10,covered,44.5,under,early
860,HOU,12/5/21,10,44.5,79,Sun,12,13,,IND,L 0-31,10,did not cover,44.5,under,early
861,MIA,12/5/21,-6.5,39.5,80,Sun,13,13,,NYG,W 20-9,-6.5,covered,39.5,under,early
862,NYG,12/5/21,6.5,39.5,80,Sun,12,13,@,MIA,L 9-20,6.5,did not cover,39.5,under,early
863,NYJ,12/5/21,5,43.5,45,Sun,12,13,,PHI,L 18-33,5,did not cover,43.5,over,early
864,PHI,12/5/21,-5,43.5,45,Sun,13,13,@,NYJ,W 33-18,-5,covered,43.5,over,early
865,CIN,11/28/21,-3.5,44,43,Sun,11,12,,PIT,W 41-10,-3.5,covered,44,over,early
866,PIT,11/28/21,3.5,44,43,Sun,11,12,@,CIN,L 10-41,3.5,did not cover,44,over,early
867,IND,11/28/21,3,53.5,41,Sun,12,12,,TAM,L 31-38,3,did not cover,53.5,over,early
868,TAM,11/28/21,-3,53.5,41,Sun,11,12,@,IND,W 38-31,-3,covered,53.5,over,early
869,HOU,11/28/21,-2.5,44.5,57,Sun,11,12,,NYJ,L 14-21,-2.5,did not cover,44.5,under,early
870,NYJ,11/28/21,2.5,44.5,57,Sun,11,12,@,HOU,W 21-14,2.5,covered,44.5,under,early
871,ATL,11/28/21,-2,45.5,61,Sun,11,12,@,JAX,W 21-14,-2,covered,45.5,under,early
872,JAX,11/28/21,2,45.5,61,Sun,11,12,,ATL,L 14-21,2,did not cover,45.5,under,early
873,CAR,11/28/21,-2.5,42,74,Sun,12,12,@,MIA,L 10-33,-2.5,did not cover,42,over,early
874,MIA,11/28/21,2.5,42,74,Sun,12,12,,CAR,W 33-10,2.5,covered,42,over,early
875,NWE,11/28/21,-7,43.5,33,Sun,12,12,,TEN,W 36-13,-7,covered,43.5,over,early
876,TEN,11/28/21,7,43.5,33,Sun,12,12,@,NWE,L 13-36,7,did not cover,43.5,over,early
877,NYG,11/28/21,3.5,45.5,39,Sun,11,12,,PHI,W 13-7,3.5,covered,45.5,under,early
878,PHI,11/28/21,-3.5,45.5,39,Sun,12,12,@,NYG,L 7-13,-3.5,did not cover,45.5,under,early
879,CHI,11/25/21,-3,41,44,Thu,11,12,@,DET,W 16-14,-3,did not cover,41,under,early
880,DET,11/25/21,3,41,44,Thu,11,12,,CHI,L 14-16,3,covered,41,under,early
881,BUF,11/21/21,-7,49.5,49,Sun,10,11,,IND,L 15-41,-7,did not cover,49.5,over,early
882,IND,11/21/21,7,49.5,49,Sun,11,11,@,BUF,W 41-15,7,covered,49.5,over,early
883,CAR,11/21/21,-3.5,43,54,Sun,11,11,,WAS,L 21-27,-3.5,did not cover,43,over,early
884,WAS,11/21/21,3.5,43,54,Sun,10,11,@,CAR,W 27-21,3.5,covered,43,over,early
885,CHI,11/21/21,5,43.5,46,Sun,10,11,,BAL,L 13-16,5,covered,43.5,under,early
886,BAL,11/21/21,-5,43.5,46,Sun,10,11,@,CHI,W 16-13,-5,did not cover,43.5,under,early
887,CLE,11/21/21,-12.5,42.5,42,Sun,11,11,,DET,W 13-10,-12.5,did not cover,42.5,under,early
888,DET,11/21/21,12.5,42.5,42,Sun,10,11,@,CLE,L 10-13,12.5,covered,42.5,under,early
889,JAX,11/21/21,6.5,45,68,Sun,10,11,,SFO,L 10-30,6.5,did not cover,45,under,early
890,SFO,11/21/21,-6.5,45,68,Sun,10,11,@,JAX,W 30-10,-6.5,covered,45,under,early
891,GNB,11/21/21,-1,47,34,Sun,11,11,@,MIN,L 31-34,-1,did not cover,47,over,early
892,MIN,11/21/21,1,47,34,Sun,10,11,,GNB,W 34-31,1,covered,47,over,early
893,MIA,11/21/21,-3.5,44.5,52,Sun,11,11,@,NYJ,W 24-17,-3.5,covered,44.5,under,early
894,NYJ,11/21/21,3.5,44.5,52,Sun,10,11,,MIA,L 17-24,3.5,did not cover,44.5,under,early
895,HOU,11/21/21,10,44.5,59,Sun,10,11,@,TEN,W 22-13,10,covered,44.5,under,early
896,TEN,11/21/21,-10,44.5,59,Sun,11,11,,HOU,L 13-22,-10,did not cover,44.5,under,early
897,NOR,11/21/21,2.5,42.5,51,Sun,10,11,@,PHI,L 29-40,2.5,did not cover,42.5,over,early
898,PHI,11/21/21,-2.5,42.5,51,Sun,11,11,,NOR,W 40-29,-2.5,covered,42.5,over,early
899,IND,11/14/21,-10,47.5,36,Sun,10,10,,JAX,W 23-17,-10,did not cover,47.5,under,early
900,JAX,11/14/21,10,47.5,36,Sun,9,10,@,IND,L 17-23,10,covered,47.5,under,early
901,ATL,11/14/21,8,55,63,Sun,9,10,@,DAL,L 3-43,8,did not cover,55,under,early
902,DAL,11/14/21,-8,55,63,Sun,9,10,,ATL,W 43-3,-8,covered,55,under,early
903,CLE,11/14/21,2.5,45,48,Sun,10,10,@,NWE,L 7-45,2.5,did not cover,45,over,early
904,NWE,11/14/21,-2.5,45,48,Sun,10,10,,CLE,W 45-7,-2.5,covered,45,over,early
905,BUF,11/14/21,-13,47.5,47,Sun,9,10,@,NYJ,W 45-17,-13,covered,47.5,over,early
906,NYJ,11/14/21,13,47.5,47,Sun,9,10,,BUF,L 17-45,13,did not cover,47.5,over,early
907,NOR,11/14/21,3,44,53,Sun,9,10,@,TEN,L 21-23,3,covered,44,push,early
908,TEN,11/14/21,-3,44,53,Sun,10,10,,NOR,W 23-21,-3,did not cover,44,push,early
909,DET,11/14/21,6,41,37,Sun,9,10,@,PIT,T 16-16 (OT),6,covered,41,under,early
910,PIT,11/14/21,-6,41,37,Sun,9,10,,DET,T 16-16 (OT),-6,did not cover,41,under,early
911,TAM,11/14/21,-9.5,51,47,Sun,9,10,@,WAS,L 19-29,-9.5,did not cover,51,under,early
912,WAS,11/14/21,9.5,51,47,Sun,9,10,,TAM,W 29-19,9.5,covered,51,under,early
913,CAR,11/7/21,3.5,41,61,Sun,9,9,,NWE,L 6-24,3.5,did not cover,41,under,early
914,NWE,11/7/21,-3.5,41,61,Sun,9,9,@,CAR,W 24-6,-3.5,covered,41,under,early
915,CIN,11/7/21,-2.5,47.5,56,Sun,9,9,,CLE,L 16-41,-2.5,did not cover,47.5,over,early
916,CLE,11/7/21,2.5,47.5,56,Sun,9,9,@,CIN,W 41-16,2.5,covered,47.5,over,early
917,DAL,11/7/21,-10,48.5,64,Sun,8,9,,DEN,L 16-30,-10,did not cover,48.5,under,early
918,DEN,11/7/21,10,48.5,64,Sun,9,9,@,DAL,W 30-16,10,covered,48.5,under,early
919,BUF,11/7/21,-14.5,48.5,59,Sun,8,9,@,JAX,L 6-9,-14.5,did not cover,48.5,under,early
920,JAX,11/7/21,14.5,48.5,59,Sun,8,9,,BUF,W 9-6,14.5,covered,48.5,under,early
921,HOU,11/7/21,5.5,46.5,72,Sun,9,9,@,MIA,L 9-17,5.5,did not cover,46.5,under,early
922,MIA,11/7/21,-5.5,46.5,72,Sun,9,9,,HOU,W 17-9,-5.5,covered,46.5,under,early
923,ATL,11/7/21,6,41.5,62,Sun,8,9,@,NOR,W 27-25,6,covered,41.5,over,early
924,NOR,11/7/21,-6,41.5,62,Sun,8,9,,ATL,L 25-27,-6,did not cover,41.5,over,early
925,NYG,11/7/21,3,46.5,54,Sun,9,9,,LVR,W 23-16,3,covered,46.5,under,early
926,LVR,11/7/21,-3,46.5,54,Sun,8,9,@,NYG,L 16-23,-3,did not cover,46.5,under,early
927,MIN,11/7/21,6,50.5,56,Sun,8,9,@,BAL,L 31-34 (OT),6,covered,50.5,over,early
928,BAL,11/7/21,-6,50.5,56,Sun,8,9,,MIN,W 34-31 (OT),-6,did not cover,50.5,over,early
929,ATL,10/31/21,-3,47,58,Sun,7,8,,CAR,L 13-19,-3,did not cover,47,under,early
930,CAR,10/31/21,3,47,58,Sun,8,8,@,ATL,W 19-13,3,covered,47,under,early
931,BUF,10/31/21,-14,49,54,Sun,7,8,,MIA,W 26-11,-14,covered,49,under,early
932,MIA,10/31/21,14,49,54,Sun,8,8,@,BUF,L 11-26,14,did not cover,49,under,early
933,CHI,10/31/21,4,39.5,53,Sun,8,8,,SFO,L 22-33,4,did not cover,39.5,over,early
934,SFO,10/31/21,-4,39.5,53,Sun,7,8,@,CHI,W 33-22,-4,covered,39.5,over,early
935,CLE,10/31/21,-4.5,43,57,Sun,8,8,,PIT,L 10-15,-4.5,did not cover,43,under,early
936,PIT,10/31/21,4.5,43,57,Sun,7,8,@,CLE,W 15-10,4.5,covered,43,under,early
937,IND,10/31/21,-3,51,55,Sun,8,8,,TEN,L 31-34 (OT),-3,did not cover,51,over,early
938,TEN,10/31/21,3,51,55,Sun,8,8,@,IND,W 34-31 (OT),3,covered,51,over,early
939,DET,10/31/21,3.5,48,56,Sun,8,8,,PHI,L 6-44,3.5,did not cover,48,over,early
940,PHI,10/31/21,-3.5,48,56,Sun,8,8,@,DET,W 44-6,-3.5,covered,48,over,early
941,HOU,10/31/21,16,46.5,75,Sun,8,8,,LAR,L 22-38,16,push,46.5,over,early
942,LAR,10/31/21,-16,46.5,75,Sun,8,8,@,HOU,W 38-22,-16,push,46.5,over,early
943,CIN,10/31/21,-11,43,63,Sun,8,8,@,NYJ,L 31-34,-11,did not cover,43,over,early
944,NYJ,10/31/21,11,43,63,Sun,7,8,,CIN,W 34-31,11,covered,43,over,early
945,GNB,10/24/21,-8,48,49,Sun,7,7,,WAS,W 24-10,-8,covered,48,under,early
946,WAS,10/24/21,8,48,49,Sun,7,7,@,GNB,L 10-24,8,did not cover,48,under,early
947,ATL,10/24/21,-2,47.5,85,Sun,6,7,@,MIA,W 30-28,-2,push,47.5,over,early
948,MIA,10/24/21,2,47.5,85,Sun,7,7,,ATL,L 28-30,2,push,47.5,over,early
949,NWE,10/24/21,-7,42.5,52,Sun,7,7,,NYJ,W 54-13,-7,covered,42.5,over,early
950,NYJ,10/24/21,7,42.5,52,Sun,6,7,@,NWE,L 13-54,7,did not cover,42.5,over,early
951,CAR,10/24/21,-3,42.5,57,Sun,7,7,@,NYG,L 3-25,-3,did not cover,42.5,under,early
952,NYG,10/24/21,3,42.5,57,Sun,7,7,,CAR,W 25-3,3,covered,42.5,under,early
953,KAN,10/24/21,-4,57.5,74,Sun,7,7,@,TEN,L 3-27,-4,did not cover,57.5,under,early
954,TEN,10/24/21,4,57.5,74,Sun,7,7,,KAN,W 27-3,4,covered,57.5,under,early
955,CIN,10/24/21,6.5,45.5,61,Sun,7,7,@,BAL,W 41-17,6.5,covered,45.5,over,early
956,BAL,10/24/21,-6.5,45.5,61,Sun,7,7,,CIN,L 17-41,-6.5,did not cover,45.5,over,early
957,CAR,10/17/21,2.5,45.5,62,Sun,6,6,,MIN,L 28-34 (OT),2.5,did not cover,45.5,over,early
958,MIN,10/17/21,-2.5,45.5,62,Sun,6,6,@,CAR,W 34-28 (OT),-2.5,covered,45.5,over,early
959,CHI,10/17/21,6,44,59,Sun,6,6,,GNB,L 14-24,6,did not cover,44,under,early
960,GNB,10/17/21,-6,44,59,Sun,6,6,@,CHI,W 24-14,-6,covered,44,under,early
961,IND,10/17/21,-10,43.5,58,Sun,6,6,,HOU,W 31-3,-10,covered,43.5,under,early
962,HOU,10/17/21,10,43.5,58,Sun,6,6,@,IND,L 3-31,10,did not cover,43.5,under,early
963,CIN,10/17/21,-3.5,47,57,Sun,6,6,@,DET,W 34-11,-3.5,covered,47,under,early
964,DET,10/17/21,3.5,47,57,Sun,6,6,,CIN,L 11-34,3.5,did not cover,47,under,early
965,JAX,10/17/21,3,47,63,Sun,6,6,,MIA,W 23-20,3,covered,47,under,early
966,MIA,10/17/21,-3,47,63,Sun,6,6,@,JAX,L 20-23,-3,did not cover,47,under,early
967,NYG,10/17/21,9,48.5,61,Sun,6,6,,LAR,L 11-38,9,did not cover,48.5,over,early
968,LAR,10/17/21,-9,48.5,61,Sun,6,6,@,NYG,W 38-11,-9,covered,48.5,over,early
969,BAL,10/17/21,-2.5,51.5,63,Sun,6,6,,LAC,W 34-6,-2.5,covered,51.5,under,early
970,LAC,10/17/21,2.5,51.5,63,Sun,6,6,@,BAL,L 6-34,2.5,did not cover,51.5,under,early
971,KAN,10/17/21,-7,54,62,Sun,6,6,@,WAS,W 31-13,-7,covered,54,under,early
972,WAS,10/17/21,7,54,62,Sun,6,6,,KAN,L 13-31,7,did not cover,54,under,early
973,ATL,10/10/21,-2.5,45,63,Sun,5,5,,NYJ,W 27-20,-2.5,covered,45,over,early
974,NYJ,10/10/21,2.5,45,63,Sun,5,5,@,ATL,L 20-27,2.5,did not cover,45,over,early
975,CAR,10/10/21,-3,46,76,Sun,5,5,,PHI,L 18-21,-3,did not cover,46,under,early
976,PHI,10/10/21,3,46,76,Sun,5,5,@,CAR,W 21-18,3,covered,46,under,early
977,CIN,10/10/21,3,51,76,Sun,5,5,,GNB,L 22-25 (OT),3,push,51,under,early
978,GNB,10/10/21,-3,51,76,Sun,5,5,@,CIN,W 25-22 (OT),-3,push,51,under,early
979,HOU,10/10/21,8,39,84,Sun,5,5,,NWE,L 22-25,8,covered,39,over,early
980,NWE,10/10/21,-8,39,84,Sun,5,5,@,HOU,W 25-22,-8,did not cover,39,over,early
981,JAX,10/10/21,4.5,48.5,78,Sun,5,5,,TEN,L 19-37,4.5,did not cover,48.5,over,early
982,TEN,10/10/21,-4.5,48.5,78,Sun,5,5,@,JAX,W 37-19,-4.5,covered,48.5,over,early
983,DET,10/10/21,10,49.5,65,Sun,5,5,@,MIN,L 17-19,10,covered,49.5,under,early
984,MIN,10/10/21,-10,49.5,65,Sun,5,5,,DET,W 19-17,-10,did not cover,49.5,under,early
985,DEN,10/10/21,-1.5,39.5,71,Sun,5,5,@,PIT,L 19-27,-1.5,did not cover,39.5,over,early
986,PIT,10/10/21,1.5,39.5,71,Sun,5,5,,DEN,W 27-19,1.5,covered,39.5,over,early
987,MIA,10/10/21,10,48,84,Sun,5,5,@,TAM,L 17-45,10,did not cover,48,over,early
988,TAM,10/10/21,-10,48,84,Sun,5,5,,MIA,W 45-17,-10,covered,48,over,early
989,NOR,10/10/21,-2.5,43.5,70,Sun,5,5,@,WAS,W 33-22,-2.5,covered,43.5,over,early
990,WAS,10/10/21,2.5,43.5,70,Sun,5,5,,NOR,L 22-33,2.5,did not cover,43.5,over,early
991,ATL,10/3/21,2,48,73,Sun,4,4,,WAS,L 30-34,2,did not cover,48,over,early
992,WAS,10/3/21,-2,48,73,Sun,4,4,@,ATL,W 34-30,-2,covered,48,over,early
993,BUF,10/3/21,-17.5,47,67,Sun,4,4,,HOU,W 40-0,-17.5,covered,47,under,early
994,HOU,10/3/21,17.5,47,67,Sun,4,4,@,BUF,L 0-40,17.5,did not cover,47,under,early
995,CHI,10/3/21,-3,41.5,72,Sun,4,4,,DET,W 24-14,-3,covered,41.5,under,early
996,DET,10/3/21,3,41.5,72,Sun,4,4,@,CHI,L 14-24,3,did not cover,41.5,under,early
997,CAR,10/3/21,4,51.5,82,Sun,4,4,@,DAL,L 28-36,4,did not cover,51.5,over,early
998,DAL,10/3/21,-4,51.5,82,Sun,4,4,,CAR,W 36-28,-4,covered,51.5,over,early
999,IND,10/3/21,2.5,42.5,85,Sun,4,4,@,MIA,W 27-17,2.5,covered,42.5,over,early
1000,MIA,10/3/21,-2.5,42.5,85,Sun,4,4,,IND,L 17-27,-2.5,did not cover,42.5,over,early
1001,CLE,10/3/21,-1,51.5,65,Sun,4,4,@,MIN,W 14-7,-1,covered,51.5,under,early
1002,MIN,10/3/21,1,51.5,65,Sun,4,4,,CLE,L 7-14,1,did not cover,51.5,under,early
1003,NOR,10/3/21,-7,41.5,82,Sun,4,4,,NYG,L 21-27 (OT),-7,did not cover,41.5,over,early
1004,NYG,10/3/21,7,41.5,82,Sun,4,4,@,NOR,W 27-21 (OT),7,covered,41.5,over,early
1005,NYJ,10/3/21,6,44,78,Sun,4,4,,TEN,W 27-24 (OT),6,covered,44,over,early
1006,TEN,10/3/21,-6,44,78,Sun,4,4,@,NYJ,L 24-27 (OT),-6,did not cover,44,over,early
1007,KAN,10/3/21,-7,54.5,73,Sun,4,4,@,PHI,W 42-30,-7,covered,54.5,over,early
1008,PHI,10/3/21,7,54.5,73,Sun,4,4,,KAN,L 30-42,7,did not cover,54.5,over,early
1009,BUF,9/26/21,-7,45.5,67,Sun,3,3,,WAS,W 43-21,-7,covered,45.5,over,early
1010,WAS,9/26/21,7,45.5,67,Sun,3,3,@,BUF,L 21-43,7,did not cover,45.5,over,early
