Rk,Team,Date,Spread,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,after_bye
371,LAR,10/8/23,3.5,49.5,71,Sun,5,5,,PHI,L 14-23,3.5,did not cover,49.5,under,0
372,DEN,10/8/23,-2.5,42.5,73,Sun,5,5,,NYJ,L 21-31,-2.5,did not cover,42.5,over,0
373,ATL,10/8/23,-2.5,42,63,Sun,5,5,,HOU,W 21-19,-2.5,did not cover,42,under,0
374,MIN,10/8/23,3.5,52.5,58,Sun,5,5,,KAN,L 20-27,3.5,did not cover,52.5,under,0
375,PIT,10/8/23,4.5,38.5,53,Sun,5,5,,BAL,W 17-10,4.5,covered,38.5,under,0
376,ARI,10/8/23,3,45.5,95,Sun,5,5,,CIN,L 20-34,3,did not cover,45.5,over,0
377,KAN,10/8/23,-3.5,52.5,58,Sun,5,5,@,MIN,W 27-20,-3.5,covered,52.5,under,0
378,TEN,10/8/23,-2.5,43.5,53,Sun,5,5,@,IND,L 16-23,-2.5,did not cover,43.5,under,0
379,CHI,10/5/23,6,44.5,70,Thu,5,5,@,WAS,W 40-20,6,covered,44.5,over,0
380,WAS,10/5/23,-6,44.5,70,Thu,5,5,,CHI,L 20-40,-6,did not cover,44.5,over,0
381,SEA,10/2/23,-2.5,46.5,67,Mon,4,4,@,NYG,W 24-3,-2.5,covered,46.5,under,0
382,NYG,10/2/23,2.5,46.5,67,Mon,4,4,,SEA,L 3-24,2.5,did not cover,46.5,under,0
383,HOU,10/1/23,3,41.5,90,Sun,4,4,,PIT,W 30-6,3,covered,41.5,under,0
384,CHI,10/1/23,3,47,80,Sun,4,4,,DEN,L 28-31,3,push,47,over,0
385,BAL,10/1/23,-2.5,41,71,Sun,4,4,@,CLE,W 28-3,-2.5,covered,41,under,0
386,BUF,10/1/23,-2.5,53,70,Sun,4,4,,MIA,W 48-20,-2.5,covered,53,over,0
387,NOR,10/1/23,-4.5,41,82,Sun,4,4,,TAM,L 9-26,-4.5,did not cover,41,under,0
388,LVR,10/1/23,5.5,48.5,67,Sun,4,4,@,LAC,L 17-24,5.5,did not cover,48.5,under,0
389,DAL,10/1/23,-6.5,43.5,91,Sun,4,4,,NWE,W 38-3,-6.5,covered,43.5,under,0
390,MIA,10/1/23,2.5,53,70,Sun,4,4,@,BUF,L 20-48,2.5,did not cover,53,over,0
391,IND,10/1/23,1,44.5,80,Sun,4,4,,LAR,L 23-29 (OT),1,did not cover,44.5,over,0
392,SFO,10/1/23,-16.5,44.5,75,Sun,4,4,,ARI,W 35-16,-16.5,covered,44.5,over,0
393,JAX,10/1/23,-3.5,42.5,72,Sun,4,4,,ATL,W 23-7,-3.5,covered,42.5,under,0
394,NYJ,10/1/23,9.5,41.5,69,Sun,4,4,,KAN,L 20-23,9.5,covered,41.5,over,0
395,CIN,10/1/23,-2.5,41.5,82,Sun,4,4,@,TEN,L 3-27,-2.5,did not cover,41.5,under,0
396,LAC,10/1/23,-5.5,48.5,67,Sun,4,4,,LVR,W 24-17,-5.5,covered,48.5,under,0
397,NWE,10/1/23,6.5,43.5,91,Sun,4,4,@,DAL,L 3-38,6.5,did not cover,43.5,under,0
398,CAR,10/1/23,4.5,46.5,78,Sun,4,4,,MIN,L 13-21,4.5,did not cover,46.5,under,0
399,LAR,10/1/23,-1,44.5,80,Sun,4,4,@,IND,W 29-23 (OT),-1,covered,44.5,over,0
400,DEN,10/1/23,-3,47,80,Sun,4,4,@,CHI,W 31-28,-3,push,47,over,0
401,TEN,10/1/23,2.5,41.5,82,Sun,4,4,,CIN,W 27-3,2.5,covered,41.5,under,0
402,PIT,10/1/23,-3,41.5,90,Sun,4,4,@,HOU,L 6-30,-3,did not cover,41.5,under,0
403,LVR,10/1/23,5.5,48.5,67,Sun,4,4,@,LAC,L 17-24,5.5,did not cover,48.5,under,0
404,LAR,10/1/23,-1,44.5,80,Sun,4,4,@,IND,W 29-23 (OT),-1,covered,44.5,over,0
405,BAL,10/1/23,-2.5,41,71,Sun,4,4,@,CLE,W 28-3,-2.5,covered,41,under,0
406,LAC,10/1/23,-5.5,48.5,67,Sun,4,4,,LVR,W 24-17,-5.5,covered,48.5,under,0
407,SFO,10/1/23,-16.5,44.5,75,Sun,4,4,,ARI,W 35-16,-16.5,covered,44.5,over,0
408,TAM,10/1/23,4.5,41,82,Sun,4,4,@,NOR,W 26-9,4.5,covered,41,under,0
409,DET,9/28/23,-2.5,45,64,Thu,4,4,@,GNB,W 34-20,-2.5,covered,45,over,0
410,GNB,9/28/23,2.5,45,64,Thu,4,4,,DET,L 20-34,2.5,did not cover,45,over,0
411,CIN,9/25/23,-3,45.5,74,Mon,3,3,,LAR,W 19-16,-3,push,45.5,under,0
412,PHI,9/25/23,-6,44,90,Mon,3,3,@,TAM,W 25-11,-6,covered,44,under,0
413,LAR,9/25/23,3,45.5,74,Mon,3,3,@,CIN,L 16-19,3,push,45.5,under,0
414,TAM,9/25/23,6,44,90,Mon,3,3,,PHI,L 11-25,6,did not cover,44,under,0
415,ATL,9/24/23,3,47.5,0,Sun,3,3,@,DET,L 6-20,3,did not cover,47.5,under,0
416,BUF,9/24/23,-4.5,43.5,65,Sun,3,3,@,WAS,W 37-3,-4.5,covered,43.5,under,0
417,CAR,9/24/23,5,43,61,Sun,3,3,@,SEA,L 27-37,5,did not cover,43,over,0
418,CLE,9/24/23,-3.5,38,68,Sun,3,3,,TEN,W 27-3,-3.5,covered,38,under,0
419,IND,9/24/23,7.5,44.5,68,Sun,3,3,@,BAL,W 22-19 (OT),7.5,covered,44.5,under,0
420,ARI,9/24/23,11.5,43.5,93,Sun,3,3,,DAL,W 28-16,11.5,covered,43.5,over,0
421,DAL,9/24/23,-11.5,43.5,93,Sun,3,3,@,ARI,L 16-28,-11.5,did not cover,43.5,over,0
422,DEN,9/24/23,6,47.5,86,Sun,3,3,@,MIA,L 20-70,6,did not cover,47.5,over,0
423,DET,9/24/23,-3,47.5,0,Sun,3,3,,ATL,W 20-6,-3,covered,47.5,under,0
424,GNB,9/24/23,-1.5,41.5,68,Sun,3,3,,NOR,W 18-17,-1.5,did not cover,41.5,under,0
425,HOU,9/24/23,9.5,43.5,84,Sun,3,3,@,JAX,W 37-17,9.5,covered,43.5,over,0
426,JAX,9/24/23,-9.5,43.5,84,Sun,3,3,,HOU,L 17-37,-9.5,did not cover,43.5,over,0
427,MIA,9/24/23,-6,47.5,86,Sun,3,3,,DEN,W 70-20,-6,covered,47.5,over,0
428,MIN,9/24/23,-1,53,67,Sun,3,3,,LAC,L 24-28,-1,did not cover,53,under,0
429,NOR,9/24/23,1.5,41.5,68,Sun,3,3,@,GNB,L 17-18,1.5,covered,41.5,under,0
430,NWE,9/24/23,-2.5,35.5,64,Sun,3,3,@,NYJ,W 15-10,-2.5,covered,35.5,under,0
431,NYJ,9/24/23,2.5,35.5,64,Sun,3,3,,NWE,L 10-15,2.5,did not cover,35.5,under,0
432,TEN,9/24/23,3.5,38,68,Sun,3,3,@,CLE,L 3-27,3.5,did not cover,38,under,0
433,PIT,9/24/23,3,43.5,87,Sun,3,3,@,LVR,W 23-18,3,covered,43.5,under,0
434,LVR,9/24/23,-3,43.5,87,Sun,3,3,,PIT,L 18-23,-3,did not cover,43.5,under,0
435,BAL,9/24/23,-7.5,44.5,68,Sun,3,3,,IND,L 19-22 (OT),-7.5,did not cover,44.5,under,0
436,LAC,9/24/23,1,53,67,Sun,3,3,@,MIN,W 28-24,1,covered,53,under,0
437,SEA,9/24/23,-5,43,61,Sun,3,3,,CAR,W 37-27,-5,covered,43,over,0
438,WAS,9/24/23,4.5,43.5,65,Sun,3,3,,BUF,L 3-37,4.5,did not cover,43.5,under,0
439,NYG,9/21/23,10.5,43.5,77,Thu,3,3,@,SFO,L 12-30,10.5,did not cover,43.5,under,0
440,SFO,9/21/23,-10.5,43.5,77,Thu,3,3,,NYG,W 30-12,-10.5,covered,43.5,under,0
441,CAR,9/18/23,3,39.5,78,Mon,2,2,,NOR,L 17-20,3,push,39.5,under,0
442,CLE,9/18/23,-2.5,39,62,Mon,2,2,@,PIT,L 22-26,-2.5,did not cover,39,over,0
443,NOR,9/18/23,-3,39.5,78,Mon,2,2,@,CAR,W 20-17,-3,push,39.5,under,0
444,PIT,9/18/23,2.5,39,62,Mon,2,2,,CLE,W 26-22,2.5,covered,39,over,0
445,ATL,9/17/23,-3,40.5,69,Sun,2,2,,GNB,W 25-24,-3,did not cover,40.5,over,0
446,BUF,9/17/23,-8,47,70,Sun,2,2,,LVR,W 38-10,-8,covered,47,over,0
447,CHI,9/17/23,2.5,42,89,Sun,2,2,@,TAM,L 17-27,2.5,did not cover,42,over,0
448,CIN,9/17/23,-3.5,45.5,72,Sun,2,2,,BAL,L 24-27,-3.5,did not cover,45.5,over,0
449,IND,9/17/23,1,40,85,Sun,2,2,@,HOU,W 31-20,1,covered,40,over,0
450,ARI,9/17/23,4.5,36.5,97,Sun,2,2,,NYG,L 28-31,4.5,covered,36.5,over,0
451,DAL,9/17/23,-8.5,38.5,90,Sun,2,2,,NYJ,W 30-10,-8.5,covered,38.5,over,0
452,DEN,9/17/23,-4,38.5,81,Sun,2,2,,WAS,L 33-35,-4,did not cover,38.5,over,0
453,DET,9/17/23,-4.5,47,68,Sun,2,2,,SEA,L 31-37 (OT),-4.5,did not cover,47,over,0
454,GNB,9/17/23,3,40.5,69,Sun,2,2,@,ATL,L 24-25,3,covered,40.5,over,0
455,HOU,9/17/23,-1,40,85,Sun,2,2,,IND,L 20-31,-1,did not cover,40,over,0
456,JAX,9/17/23,3.5,51,87,Sun,2,2,,KAN,L 9-17,3.5,did not cover,51,under,0
457,KAN,9/17/23,-3.5,51,87,Sun,2,2,@,JAX,W 17-9,-3.5,covered,51,under,0
458,MIA,9/17/23,-2,46.5,63,Sun,2,2,@,NWE,W 24-17,-2,covered,46.5,under,0
459,NWE,9/17/23,2,46.5,63,Sun,2,2,,MIA,L 17-24,2,did not cover,46.5,under,0
460,NYG,9/17/23,-4.5,36.5,97,Sun,2,2,@,ARI,W 31-28,-4.5,did not cover,36.5,over,0
461,NYJ,9/17/23,8.5,38.5,90,Sun,2,2,@,DAL,L 10-30,8.5,did not cover,38.5,over,0
462,TEN,9/17/23,2.5,45.5,64,Sun,2,2,,LAC,W 27-24 (OT),2.5,covered,45.5,over,0
463,LVR,9/17/23,8,47,70,Sun,2,2,@,BUF,L 10-38,8,did not cover,47,over,0
464,LAR,9/17/23,7.5,44.5,71,Sun,2,2,,SFO,L 23-30,7.5,covered,44.5,over,0
465,BAL,9/17/23,3.5,45.5,72,Sun,2,2,@,CIN,W 27-24,3.5,covered,45.5,over,0
466,LAC,9/17/23,-2.5,45.5,64,Sun,2,2,@,TEN,L 24-27 (OT),-2.5,did not cover,45.5,over,0
467,SEA,9/17/23,4.5,47,68,Sun,2,2,@,DET,W 37-31 (OT),4.5,covered,47,over,0
468,SFO,9/17/23,-7.5,44.5,71,Sun,2,2,@,LAR,W 30-23,-7.5,did not cover,44.5,over,0
469,TAM,9/17/23,-2.5,42,89,Sun,2,2,,CHI,W 27-17,-2.5,covered,42,over,0
470,WAS,9/17/23,4,38.5,81,Sun,2,2,@,DEN,W 35-33,4,covered,38.5,over,0
471,MIN,9/14/23,6,49,72,Thu,2,2,@,PHI,L 28-34,6,push,49,over,0
472,PHI,9/14/23,-6,49,72,Thu,2,2,,MIN,W 34-28,-6,push,49,over,0
473,BUF,9/11/23,-2.5,45.5,72,Mon,1,1,@,NYJ,L 16-22 (OT),-2.5,did not cover,45.5,under,0
474,NYJ,9/11/23,2.5,45.5,72,Mon,1,1,,BUF,W 22-16 (OT),2.5,covered,45.5,under,0
475,ATL,9/10/23,-3.5,39.5,72,Sun,1,1,,CAR,W 24-10,-3.5,covered,39.5,under,0
476,CAR,9/10/23,3.5,39.5,72,Sun,1,1,@,ATL,L 10-24,3.5,did not cover,39.5,under,0
477,CHI,9/10/23,-1.5,41.5,75,Sun,1,1,,GNB,L 20-38,-1.5,did not cover,41.5,over,0
478,CIN,9/10/23,-1.5,47.5,68,Sun,1,1,@,CLE,L 3-24,-1.5,did not cover,47.5,under,0
479,CLE,9/10/23,1.5,47.5,68,Sun,1,1,,CIN,W 24-3,1.5,covered,47.5,under,0
480,IND,9/10/23,3.5,46.5,72,Sun,1,1,,JAX,L 21-31,3.5,did not cover,46.5,over,0
481,ARI,9/10/23,6.5,38.5,76,Sun,1,1,@,WAS,L 16-20,6.5,covered,38.5,under,0
482,DAL,9/10/23,-3.5,45.5,74,Sun,1,1,@,NYG,W 40-0,-3.5,covered,45.5,under,0
483,DEN,9/10/23,-3,44,64,Sun,1,1,,LVR,L 16-17,-3,did not cover,44,under,0
484,GNB,9/10/23,1.5,41.5,75,Sun,1,1,@,CHI,W 38-20,1.5,covered,41.5,over,0
485,HOU,9/10/23,9.5,43.5,78,Sun,1,1,@,BAL,L 9-25,9.5,did not cover,43.5,under,0
486,JAX,9/10/23,-3.5,46.5,72,Sun,1,1,@,IND,W 31-21,-3.5,covered,46.5,over,0
487,MIA,9/10/23,3,50.5,90,Sun,1,1,@,LAC,W 36-34,3,covered,50.5,over,0
488,MIN,9/10/23,-4.5,45.5,67,Sun,1,1,,TAM,L 17-20,-4.5,did not cover,45.5,under,0
489,NOR,9/10/23,-3,41.5,83,Sun,1,1,,TEN,W 16-15,-3,did not cover,41.5,under,0
490,NWE,9/10/23,3.5,45,71,Sun,1,1,,PHI,L 20-25,3.5,did not cover,45,push,0
491,NYG,9/10/23,3.5,45.5,74,Sun,1,1,,DAL,L 0-40,3.5,did not cover,45.5,under,0
492,TEN,9/10/23,3,41.5,83,Sun,1,1,@,NOR,L 15-16,3,covered,41.5,under,0
493,PHI,9/10/23,-3.5,45,71,Sun,1,1,@,NWE,W 25-20,-3.5,covered,45,push,0
494,PIT,9/10/23,1.5,41.5,72,Sun,1,1,,SFO,L 7-30,1.5,did not cover,41.5,under,0
495,LVR,9/10/23,3,44,64,Sun,1,1,@,DEN,W 17-16,3,covered,44,under,0
496,LAR,9/10/23,4.5,46.5,74,Sun,1,1,@,SEA,W 30-13,4.5,covered,46.5,under,0
497,BAL,9/10/23,-9.5,43.5,78,Sun,1,1,,HOU,W 25-9,-9.5,covered,43.5,under,0
498,LAC,9/10/23,-3,50.5,90,Sun,1,1,,MIA,L 34-36,-3,did not cover,50.5,over,0
499,SEA,9/10/23,-4.5,46.5,74,Sun,1,1,,LAR,L 13-30,-4.5,did not cover,46.5,under,0
500,SFO,9/10/23,-1.5,41.5,72,Sun,1,1,@,PIT,W 30-7,-1.5,covered,41.5,under,0
501,TAM,9/10/23,4.5,45.5,67,Sun,1,1,@,MIN,W 20-17,4.5,covered,45.5,under,0
502,WAS,9/10/23,-6.5,38.5,76,Sun,1,1,,ARI,W 20-16,-6.5,did not cover,38.5,under,0
1,WAS,12/17/23,6.5,50.5,78,Sun,14,15,@,LAR,L 20-28,6.5,did not cover,50.5,under,1
2,ARI,12/17/23,12,48.5,76,Sun,14,15,,SFO,L 29-45,12,did not cover,48.5,over,1
3,NYG,12/11/23,6,37,39,Mon,13,14,,GNB,W 24-22,6,covered,37,over,1
4,MIN,12/10/23,-3,40,54,Sun,13,14,@,LVR,W 3-0,-3,push,40,under,1
5,BAL,12/10/23,-7.5,39.5,57,Sun,13,14,,LAR,W 37-31 (OT),-7.5,did not cover,39.5,over,1
6,LVR,12/10/23,3,40,54,Sun,13,14,,MIN,L 0-3,3,push,40,under,1
7,BUF,12/10/23,1.5,48.5,45,Sun,13,14,@,KAN,W 20-17,1.5,covered,48.5,under,1
8,CHI,12/10/23,3,43,36,Sun,13,14,,DET,W 28-13,3,covered,43,under,1
9,ATL,11/26/23,1.5,42,72,Sun,11,12,,NOR,W 24-15,1.5,covered,42,under,1
10,NOR,11/26/23,-1.5,42,72,Sun,11,12,@,ATL,L 15-24,-1.5,did not cover,42,under,1
11,NWE,11/26/23,-4,34,43,Sun,11,12,@,NYG,L 7-10,-4,did not cover,34,under,1
12,IND,11/26/23,-2.5,45.5,37,Sun,11,12,,TAM,W 27-20,-2.5,covered,45.5,over,1
13,KAN,11/20/23,-2.5,46,45,Mon,10,11,,PHI,L 17-21,-2.5,did not cover,46,under,1
14,PHI,11/20/23,2.5,46,45,Mon,10,11,@,KAN,W 21-17,2.5,covered,46,under,1
15,LAR,11/19/23,-2,46,72,Sun,10,11,,SEA,W 17-16,-2,did not cover,46,under,1
16,MIA,11/19/23,-13.5,46,82,Sun,10,11,,LVR,W 20-13,-13.5,did not cover,46,under,1
17,DEN,11/13/23,7.5,47.5,49,Mon,9,10,@,BUF,W 24-22,7.5,covered,47.5,under,1
18,SFO,11/12/23,-3,44.5,59,Sun,9,10,@,JAX,W 34-3,-3,covered,44.5,under,1
19,DET,11/12/23,-2.5,48.5,79,Sun,9,10,@,LAC,W 41-38,-2.5,covered,48.5,over,1
20,JAX,11/12/23,3,44.5,59,Sun,9,10,,SFO,L 3-34,3,did not cover,44.5,under,1
21,CIN,10/29/23,4.5,44.5,74,Sun,7,8,@,SFO,W 31-17,4.5,covered,44.5,over,1
22,CAR,10/29/23,3.5,42.5,77,Sun,7,8,,HOU,W 15-13,3.5,covered,42.5,under,1
23,TEN,10/29/23,2.5,35.5,77,Sun,7,8,,ATL,W 28-23,2.5,covered,35.5,over,1
24,NYJ,10/29/23,-3.5,34.5,52,Sun,7,8,@,NYG,W 13-10 (OT),-3.5,did not cover,34.5,under,1
25,HOU,10/29/23,-3.5,42.5,77,Sun,7,8,@,CAR,L 13-15,-3.5,did not cover,42.5,under,1
26,DAL,10/29/23,-6.5,44.5,45,Sun,7,8,,LAR,W 43-20,-6.5,covered,44.5,over,1
27,PIT,10/22/23,3,43.5,74,Sun,6,7,@,LAR,W 24-17,3,covered,43.5,under,1
28,GNB,10/22/23,1,44,72,Sun,6,7,@,DEN,L 17-19,1,did not cover,44,under,1
29,LAC,10/16/23,1.5,50,74,Mon,5,6,,DAL,L 17-20,1.5,did not cover,50,under,1
30,SEA,10/15/23,3,45.5,57,Sun,5,6,@,CIN,L 13-17,3,did not cover,45.5,under,1
31,TAM,10/15/23,3,43.5,77,Sun,5,6,,DET,L 6-20,3,did not cover,43.5,under,1
32,CLE,10/15/23,9.5,35.5,53,Sun,5,6,,SFO,W 19-17,9.5,covered,35.5,over,1
1,LAC,1/8/23,3,39.5,43,Sun,17,18,@,DEN,L 28-31,3,push,39.5,over,0
2,ATL,1/8/23,-4,40.5,57,Sun,17,18,,TAM,W 30-17,-4,covered,40.5,over,0
3,NOR,1/8/23,-3.5,41.5,62,Sun,17,18,,CAR,L 7-10,-3.5,did not cover,41.5,under,0
4,CAR,1/8/23,3.5,41.5,62,Sun,17,18,@,NOR,W 10-7,3.5,covered,41.5,under,0
5,NYJ,1/8/23,3.5,37,75,Sun,17,18,@,MIA,L 6-11,3.5,did not cover,37,under,0
6,WAS,1/8/23,7,40,42,Sun,17,18,,DAL,W 26-6,7,covered,40,under,0
7,CHI,1/8/23,7,42.5,32,Sun,17,18,,MIN,L 13-29,7,did not cover,42.5,under,0
8,MIA,1/8/23,-3.5,37,75,Sun,17,18,,NYJ,W 11-6,-3.5,covered,37,under,0
9,NWE,1/8/23,7.5,43.5,30,Sun,17,18,@,BUF,L 23-35,7.5,did not cover,43.5,over,0
10,NYG,1/8/23,16,42,43,Sun,17,18,@,PHI,L 16-22,16,covered,42,under,0
11,PIT,1/8/23,-2.5,40,36,Sun,17,18,,CLE,W 28-14,-2.5,covered,40,over,0
12,CLE,1/8/23,2.5,40,36,Sun,17,18,@,PIT,L 14-28,2.5,did not cover,40,over,0
13,MIN,1/8/23,-7,42.5,32,Sun,17,18,@,CHI,W 29-13,-7,covered,42.5,under,0
14,IND,1/8/23,-2.5,37.5,36,Sun,17,18,,HOU,L 31-32,-2.5,did not cover,37.5,over,0
15,LAR,1/8/23,6,41.5,45,Sun,17,18,@,SEA,L 16-19 (OT),6,covered,41.5,under,0
16,ARI,1/8/23,14,39.5,57,Sun,17,18,@,SFO,L 13-38,14,did not cover,39.5,over,0
17,DAL,1/8/23,-7,40,42,Sun,17,18,@,WAS,L 6-26,-7,did not cover,40,under,0
18,DEN,1/8/23,-3,39.5,43,Sun,17,18,,LAC,W 31-28,-3,push,39.5,over,0
19,PHI,1/8/23,-16,42,43,Sun,17,18,,NYG,W 22-16,-16,did not cover,42,under,0
20,BAL,1/8/23,9,39.5,38,Sun,17,18,@,CIN,L 16-27,9,did not cover,39.5,over,0
21,DET,1/8/23,5,49,21,Sun,17,18,@,GNB,W 20-16,5,covered,49,under,0
22,SFO,1/8/23,-14,39.5,57,Sun,17,18,,ARI,W 38-13,-14,covered,39.5,over,0
23,GNB,1/8/23,-5,49,21,Sun,17,18,,DET,L 16-20,-5,did not cover,49,under,0
24,SEA,1/8/23,-6,41.5,45,Sun,17,18,,LAR,W 19-16 (OT),-6,did not cover,41.5,under,0
25,TAM,1/8/23,4,40.5,57,Sun,17,18,@,ATL,L 17-30,4,did not cover,40.5,over,0
26,HOU,1/8/23,2.5,37.5,36,Sun,17,18,@,IND,W 32-31,2.5,covered,37.5,over,0
27,KAN,1/7/23,-9,52.5,55,Sat,17,18,@,LVR,W 31-13,-9,covered,52.5,under,0
28,TEN,1/7/23,6.5,40,56,Sat,17,18,@,JAX,L 16-20,6.5,covered,40,under,0
29,LVR,1/7/23,9,52.5,55,Sat,17,18,,KAN,L 13-31,9,did not cover,52.5,under,0
30,JAX,1/7/23,-6.5,40,56,Sat,17,18,,TEN,W 20-16,-6.5,did not cover,40,under,0
31,ATL,1/1/23,-6,41,66,Sun,16,17,,ARI,W 20-19,-6,did not cover,41,under,0
32,NYG,1/1/23,-5.5,39,52,Sun,16,17,,IND,W 38-10,-5.5,covered,39,over,0
33,NOR,1/1/23,5.5,41.5,54,Sun,16,17,@,PHI,W 20-10,5.5,covered,41.5,under,0
34,CAR,1/1/23,3.5,40.5,75,Sun,16,17,@,TAM,L 24-30,3.5,did not cover,40.5,over,0
35,MIA,1/1/23,2.5,41,53,Sun,16,17,@,NWE,L 21-23,2.5,covered,41,over,0
36,CHI,1/1/23,6,52.5,38,Sun,16,17,@,DET,L 10-41,6,did not cover,52.5,under,0
37,PIT,1/1/23,2.5,35,44,Sun,16,17,@,BAL,W 16-13,2.5,covered,35,under,0
38,CLE,1/1/23,2,40.5,59,Sun,16,17,@,WAS,W 24-10,2,covered,40.5,under,0
39,LAC,1/1/23,-6.5,41.5,62,Sun,16,17,,LAR,W 31-10,-6.5,covered,41.5,under,0
40,IND,1/1/23,5.5,39,52,Sun,16,17,@,NYG,L 10-38,5.5,did not cover,39,over,0
41,KAN,1/1/23,-12.5,45,47,Sun,16,17,,DEN,W 27-24,-12.5,did not cover,45,over,0
42,NWE,1/1/23,-2.5,41,53,Sun,16,17,,MIA,W 23-21,-2.5,did not cover,41,over,0
43,LAR,1/1/23,6.5,41.5,62,Sun,16,17,@,LAC,L 10-31,6.5,did not cover,41.5,under,0
44,ARI,1/1/23,6,41,66,Sun,16,17,@,ATL,L 19-20,6,covered,41,under,0
45,WAS,1/1/23,-2,40.5,59,Sun,16,17,,CLE,L 10-24,-2,did not cover,40.5,under,0
46,BAL,1/1/23,-2.5,35,44,Sun,16,17,,PIT,L 13-16,-2.5,did not cover,35,under,0
47,NYJ,1/1/23,-1.5,42.5,45,Sun,16,17,@,SEA,L 6-23,-1.5,did not cover,42.5,under,0
48,DEN,1/1/23,12.5,45,47,Sun,16,17,@,KAN,L 24-27,12.5,covered,45,over,0
49,LVR,1/1/23,9.5,42.5,59,Sun,16,17,,SFO,L 34-37 (OT),9.5,covered,42.5,over,0
50,SFO,1/1/23,-9.5,42.5,59,Sun,16,17,@,LVR,W 37-34 (OT),-9.5,did not cover,42.5,over,0
51,DET,1/1/23,-6,52.5,38,Sun,16,17,,CHI,W 41-10,-6,covered,52.5,under,0
52,TAM,1/1/23,-3.5,40.5,75,Sun,16,17,,CAR,W 30-24,-3.5,covered,40.5,over,0
53,PHI,1/1/23,-5.5,41.5,54,Sun,16,17,,NOR,L 10-20,-5.5,did not cover,41.5,under,0
54,SEA,1/1/23,1.5,42.5,45,Sun,16,17,,NYJ,W 23-6,1.5,covered,42.5,under,0
55,GNB,1/1/23,-3,47.5,39,Sun,16,17,,MIN,W 41-17,-3,covered,47.5,over,0
56,MIN,1/1/23,3,47.5,39,Sun,16,17,@,GNB,L 17-41,3,did not cover,47.5,over,0
57,HOU,1/1/23,3,43,70,Sun,16,17,,JAX,L 3-31,3,did not cover,43,under,0
58,JAX,1/1/23,-3,43,70,Sun,16,17,@,HOU,W 31-3,-3,covered,43,under,0
59,TEN,12/29/22,12.5,39.5,56,Thu,16,17,,DAL,L 13-27,12.5,did not cover,39.5,over,0
60,DAL,12/29/22,-12.5,39.5,56,Thu,16,17,@,TEN,W 27-13,-12.5,covered,39.5,over,0
61,IND,12/26/22,4,45.5,22,Mon,15,16,,LAC,L 3-20,4,did not cover,45.5,under,0
62,LAC,12/26/22,-4,45.5,22,Mon,15,16,@,IND,W 20-3,-4,covered,45.5,under,0
63,TAM,12/25/22,-7.5,40.5,66,Sun,15,16,@,ARI,W 19-16 (OT),-7.5,did not cover,40.5,under,0
64,LAR,12/25/22,3,36.5,83,Sun,15,16,,DEN,W 51-14,3,covered,36.5,over,0
65,MIA,12/25/22,-3.5,49.5,45,Sun,15,16,,GNB,L 20-26,-3.5,did not cover,49.5,under,0
66,ARI,12/25/22,7.5,40.5,66,Sun,15,16,,TAM,L 16-19 (OT),7.5,covered,40.5,under,0
67,DEN,12/25/22,-3,36.5,83,Sun,15,16,@,LAR,L 14-51,-3,did not cover,36.5,over,0
68,GNB,12/25/22,3.5,49.5,45,Sun,15,16,@,MIA,W 26-20,3.5,covered,49.5,under,0
69,TEN,12/24/22,-3,35.5,22,Sat,15,16,,HOU,L 14-19,-3,did not cover,35.5,under,0
70,ATL,12/24/22,6.5,34.5,17,Sat,15,16,@,BAL,L 9-17,6.5,did not cover,34.5,under,0
71,NYG,12/24/22,4,49.5,2,Sat,15,16,@,MIN,L 24-27,4,covered,49.5,over,0
72,BUF,12/24/22,-8,40,7,Sat,15,16,@,CHI,W 35-13,-8,covered,40,over,0
73,SFO,12/24/22,-6.5,37.5,54,Sat,15,16,,WAS,W 37-20,-6.5,covered,37.5,over,0
74,SEA,12/24/22,10,49.5,12,Sat,15,16,@,KAN,L 10-24,10,did not cover,49.5,under,0
75,LVR,12/24/22,2,38,9,Sat,15,16,@,PIT,L 10-13,2,did not cover,38,under,0
76,CAR,12/24/22,2.5,43.5,20,Sat,15,16,,DET,W 37-23,2.5,covered,43.5,over,0
77,KAN,12/24/22,-10,49.5,12,Sat,15,16,,SEA,W 24-10,-10,covered,49.5,under,0
78,NWE,12/24/22,3,41.5,21,Sat,15,16,,CIN,L 18-22,3,did not cover,41.5,under,0
79,WAS,12/24/22,6.5,37.5,54,Sat,15,16,@,SFO,L 20-37,6.5,did not cover,37.5,over,0
80,CHI,12/24/22,8,40,7,Sat,15,16,,BUF,L 13-35,8,did not cover,40,over,0
81,NOR,12/24/22,3,32,6,Sat,15,16,@,CLE,W 17-10,3,covered,32,under,0
82,BAL,12/24/22,-6.5,34.5,17,Sat,15,16,,ATL,W 17-9,-6.5,covered,34.5,under,0
83,CIN,12/24/22,-3,41.5,21,Sat,15,16,@,NWE,W 22-18,-3,covered,41.5,under,0
84,CLE,12/24/22,-3,32,6,Sat,15,16,,NOR,L 10-17,-3,did not cover,32,under,0
85,DAL,12/24/22,-4.5,47,35,Sat,15,16,,PHI,W 40-34,-4.5,covered,47,over,0
86,PHI,12/24/22,4.5,47,35,Sat,15,16,@,DAL,L 34-40,4.5,did not cover,47,over,0
